rsi,bb_up,bb_down,ma100,ma50,VA,VN
1584604884.56754279,0.969194,0.96744,0.96871925,0.96871518,1,2
1584605180.12238264,0.96908745,0.96741255,0.96869986,0.96867694,2,2
1584605472.82802367,0.96906912,0.96728988,0.96867313,0.9686249,2,2
1584605769.03625846,0.96905647,0.96713253,0.96864178,0.96856471,2,2
1584606055.58544397,0.96953537,0.96630263,0.96857066,0.96842688,2,1
1584606371.30763817,0.96955706,0.96596594,0.9685154,0.96832308,1,2
1584606670.65033722,0.96953702,0.96566898,0.96845945,0.96821982,2,2
1584606967.78748655,0.96952346,0.96533054,0.96839669,0.96810492,2,1
1584607281.55898809,0.9694142,0.9651858,0.96834963,0.96802316,1,1
1584607597.10067701,0.96936404,0.96516896,0.96832706,0.96799127,1,2
1584607892.74231243,0.96928049,0.96513151,0.96829741,0.96794573,2,1
1584608194.77570319,0.96924686,0.96510814,0.96827172,0.96790865,1,1
1584608504.43525171,0.96919903,0.96512197,0.96826496,0.96790948,1,2
1584608799.92181778,0.96909123,0.96514977,0.96825159,0.96789695,2,1
1584609101.19123483,0.96900889,0.96517411,0.96824087,0.96788962,1,1
1584609406.81365633,0.96903196,0.96516504,0.96824144,0.96790454,1,1
1584609717.15490508,0.96941624,0.96496276,0.96827092,0.96797613,1,2
1584610012.73619103,0.96968622,0.96484978,0.96829387,0.96803314,2,1
1584610317.43040848,0.9701173,0.9646557,0.96833181,0.96811851,1,2
1584610616.956424,0.97048753,0.96451547,0.96836841,0.96819935,2,1
1584610923.87413311,0.97116415,0.96420585,0.9684324,0.96833271,1,2
1584611515.7185452,0.97204639,0.96402261,0.96853466,0.9685409,0,1
1584611819.72145391,0.97256834,0.96396866,0.96859872,0.96866753,1,1
1584612122.48159909,0.97301708,0.96424992,0.96867301,0.96881194,1,2
1584612412.64279914,0.97330185,0.96455715,0.96873295,0.9689252,2,1
1584612723.8686533,0.97404749,0.96466951,0.96884259,0.9691348,1,1
1584613025.93525267,0.97475303,0.96493497,0.96896452,0.96936481,1,2
1584613298.91603947,0.97479224,0.96548276,0.96902245,0.96946383,2,2
1584613593.27345252,0.9747889,0.9658581,0.96906022,0.96952133,2,2
1584613890.16086006,0.97466871,0.96633229,0.96908616,0.96955461,2,1
1584614194.02916098,0.97454799,0.96685101,0.96912366,0.96961051,1,1
1584614499.51160812,0.97456067,0.96723633,0.96917884,0.96970068,1,2
1584614791.94023705,0.97439126,0.96771874,0.96920935,0.96974066,2,2
1584615087.55925632,0.97418176,0.96815124,0.96922382,0.96974848,2,1
1584615395.76117587,0.97402135,0.96860765,0.96926355,0.96980657,1,1
1584615705.97689676,0.97423822,0.96875278,0.96934447,0.96994553,1,1
1584616006.1893549,0.97438418,0.96900382,0.96942478,0.970081,1,2
1584616300.18523741,0.97443558,0.96918642,0.96948666,0.97017782,2,2
1584616594.04608965,0.97440068,0.96936232,0.96952831,0.9702332,2,1
1584616897.22074318,0.97442525,0.96938975,0.96957963,0.9703072,1,2
1584617197.00623131,0.97444656,0.96947444,0.96962934,0.97037711,2,1
1584617497.49823618,0.9744676,0.9695644,0.96967945,0.97044703,1,2
1584617788.01791358,0.97447118,0.96947182,0.96970323,0.97046401,2,1
1584618100.22265673,0.97450073,0.96947427,0.96976198,0.97055052,1,1
1584618404.88535857,0.97467719,0.96948181,0.96983679,0.97066775,1,1
1584618706.48699903,0.97459099,0.96952601,0.96991626,0.97079254,1,1
1584619007.35819006,0.97434028,0.96967772,0.96999732,0.97091872,1,1
1584619308.68453622,0.97465084,0.96960216,0.97008134,0.97104897,1,1
1584619611.92187738,0.97503632,0.96960468,0.97017497,0.97119646,1,2
1584619903.33384466,0.97515828,0.96984672,0.97025091,0.97130679,2,1
1584620209.21036243,0.97546538,0.96993762,0.97034416,0.97145006,1,1
1584620512.88439631,0.9759072,0.9698698,0.97044923,0.97161476,1,2
1584620812.06402159,0.97619495,0.97006805,0.97055083,0.97177026,2,1
1584621114.22932267,0.97636256,0.97050244,0.97065794,0.97193456,1,2
1584621407.59172487,0.97651421,0.97077179,0.97075263,0.97207203,2,1
1584621708.32126808,0.97673552,0.97076948,0.97084743,0.97220803,1,1
1584622012.57206678,0.97704204,0.97073696,0.97095224,0.97236222,1,2
1584622305.43556166,0.97721859,0.97086741,0.97104467,0.97248998,2,1
1584622609.19693351,0.97735456,0.97118244,0.97114477,0.97263155,1,1
1584622917.35793161,0.97774841,0.97132059,0.97126943,0.97282012,1,2
1584623198.88221693,0.97776403,0.97166897,0.97135776,0.97293423,2,2
1584623498.25295424,0.97772626,0.97205674,0.97144295,0.97304112,2,1
1584623807.52761602,0.97751492,0.97288408,0.97155379,0.97319794,1,1
1584624111.78685141,0.97774025,0.97317575,0.97167826,0.97337998,1,1
1584624418.68729067,0.97847358,0.97303842,0.97183315,0.97361998,1,1
1584624720.30410075,0.97919819,0.97292581,0.97199428,0.973869,1,1
1584625024.48184514,0.98018324,0.97267676,0.97217993,0.97416316,1,2
1584625303.6189549,0.98042207,0.97290393,0.97231301,0.97434892,2,1
1584625608.52012777,0.98086158,0.97299042,0.97246661,0.97457327,1,1
1584625911.05752969,0.98129073,0.97323327,0.97263024,0.97481472,1,2
1584626202.25212646,0.9814833,0.9734937,0.97276608,0.97499806,2,1
1584626504.95034862,0.98176164,0.97365736,0.97291071,0.97519696,1,2
1584626803.60533857,0.98195961,0.97389039,0.97304891,0.975381,2,1
1584627104.89959931,0.98217136,0.97409564,0.97318913,0.97556724,1,1
1584627410.9125514,0.98249809,0.97435891,0.97335054,0.97579362,1,2
1584627702.25074434,0.98258655,0.97474645,0.97348815,0.97597034,2,1
1584628006.69140816,0.98279936,0.97503464,0.97363987,0.97617346,1,1
1584628308.39558816,0.98293584,0.97548516,0.97379532,0.97638195,1,2
1584628600.53451681,0.98291437,0.97595363,0.97392947,0.97654619,2,2
1584628892.43646121,0.98289269,0.97617631,0.97403879,0.97666007,2,2
1584629187.10301781,0.98258941,0.97676559,0.97412891,0.97673575,2,1
1584629488.38476706,0.98214018,0.97752382,0.97422042,0.97681474,1,2
1584629776.1224587,0.98228749,0.97730651,0.97426239,0.97679612,2,2
1584630073.92282104,0.98263239,0.97675461,0.97429224,0.97675588,2,2
1584630371.54064369,0.98302517,0.97592483,0.97430883,0.97669212,2,1
1584630684.99897647,0.98304625,0.97558275,0.97435737,0.97669478,1,2
1584630978.02100968,0.98302236,0.97498564,0.97437326,0.9766346,2,1
1584631284.37183118,0.98308158,0.97464142,0.97440647,0.97661167,1,2
1584631576.47042012,0.98322791,0.97389309,0.97439941,0.97651121,2,1
1584631879.85980034,0.98311958,0.97338142,0.97440199,0.97643352,1,1
1584632185.56521297,0.9830341,0.9730539,0.97442096,0.97639142,1,1
1584632488.31774187,0.98282194,0.97283606,0.97444768,0.97636705,1,2
1584632782.75734186,0.98264834,0.97248666,0.97445188,0.97630011,2,1
1584633088.28365135,0.98235166,0.97231434,0.97447145,0.97626638,1,1
1584633390.03937483,0.9817618,0.9723392,0.97449558,0.97624378,1,2
1584633687.92177105,0.98132161,0.97228439,0.9745125,0.97620873,2,2
1584633986.18819213,0.98060606,0.97239294,0.97452373,0.97616446,2,2
1584634284.39453721,0.97963068,0.97270032,0.9745294,0.97611135,2,1
1584634593.44060755,0.97874328,0.97311272,0.97455496,0.97609992,1,2
1584634889.30495095,0.97803359,0.97340541,0.97456932,0.97606777,2,2
1584635182.12873387,0.97749402,0.97350598,0.974562,0.97599452,2,1
1584635492.77771735,0.97666053,0.97401047,0.97457979,0.97597356,1,2
1584635790.22066379,0.97651833,0.97402867,0.97459009,0.9759393,2,1
1584636097.19778347,0.97655366,0.97401734,0.9746182,0.97594207,1,2
1584636390.61804557,0.97655366,0.97401734,0.97462834,0.97591023,2,1
1584636697.84332442,0.97639743,0.97410957,0.97465788,0.97591845,1,2
1584636994.43043017,0.9764373,0.9741217,0.97467812,0.9759091,2,1
1584637295.29863977,0.97639487,0.97413813,0.97470013,0.97590443,1,1
1584637603.31529379,0.9766017,0.9742153,0.9747435,0.97594308,1,1
1584637906.64803243,0.97696547,0.97414053,0.9747965,0.976001,1,1
1584638209.35856771,0.97741007,0.97394693,0.97485736,0.97607429,1,1
1584638510.80393887,0.97782635,0.97376465,0.97492177,0.97615413,1,2
1584638803.26921463,0.97801929,0.97385171,0.97497203,0.97620534,2,2
1584639092.17268229,0.97805349,0.97390151,0.97499793,0.97620827,2,1
1584639396.02610064,0.97812608,0.97393292,0.97503223,0.97622873,1,1
1584639709.4949255,0.97860158,0.97380542,0.97510743,0.97633074,1,2
1584640007.86206245,0.97894707,0.97381793,0.97517778,0.97642208,2,1
1584640309.18324208,0.97926484,0.97390816,0.97525129,0.97651886,1,1
1584640614.7312088,0.97981758,0.97376842,0.97534433,0.97665342,1,1
1584640927.45920396,0.98169469,0.97281331,0.97552563,0.97696112,1,2
1584641222.24323678,0.98280733,0.97266867,0.97569107,0.97723245,2,1
1584641523.36638737,0.983896,0.97247,0.97586273,0.97751196,1,2
1584641810.29244447,0.98442029,0.97270871,0.97599871,0.97771659,2,1
1584642113.82594967,0.9850988,0.9728052,0.9761524,0.97795359,1,2
1584642408.37186837,0.98547421,0.97321879,0.9762884,0.97815227,2,1
1584642714.00043273,0.98611617,0.97342483,0.97645298,0.97840512,1,1
1584643015.41520882,0.98668819,0.97378881,0.97662302,0.97866532,1,1
1584643318.29745841,0.98731822,0.97417678,0.97680811,0.97895177,1,2
1584643608.673527,0.98768149,0.97459951,0.97696538,0.97917916,2,1
1584643908.92490172,0.9880033,0.9750167,0.97712071,0.97939997,1,1
1584644212.90735984,0.98842562,0.97538438,0.97729199,0.97964978,1,1
1584644517.76032209,0.98901648,0.97569852,0.97748739,0.9799443,1,2
1584644810.53232169,0.98927037,0.97632863,0.9776619,0.98019354,2,2
1584645108.6269021,0.98916711,0.97741089,0.9778284,0.98042399,2,2
1584645403.46252823,0.98883594,0.97861406,0.97797932,0.98062109,2,1
1584645703.98472428,0.98870142,0.97941958,0.97812904,0.98081399,1,2
1584646001.22058201,0.98833289,0.98044611,0.97826985,0.98098756,2,2
1584646294.19479942,0.98769879,0.98163421,0.97839183,0.98112255,2,1
1584646595.59800744,0.98702747,0.98277053,0.97851477,0.98125892,1,1
1584646897.08500957,0.98703409,0.98279091,0.97863863,0.98139661,1,1
1584647201.41401958,0.98705424,0.98290976,0.97876995,0.98154851,1,1
1584647506.68245268,0.98715409,0.98296891,0.97891212,0.98172112,1,1
1584647814.23628402,0.98728423,0.98328477,0.97907604,0.98193558,1,2
1584648102.97285748,0.98730842,0.98349958,0.97921612,0.98210085,2,2
1584648400.6157639,0.98711624,0.98398076,0.97934867,0.98225023,2,2
1584648694.38538551,0.98709476,0.98406724,0.97946553,0.98236787,2,1
1584649002.9355526,0.98717569,0.98411831,0.97960206,0.98252443,1,2
1584649293.50987005,0.98714156,0.98408244,0.97971429,0.98263209,2,1
1584649601.26876092,0.98720284,0.98418316,0.97984609,0.98277868,1,2
1584649900.47000647,0.98723992,0.98429308,0.97997349,0.98291599,2,1
1584650205.50369024,0.98740252,0.98425648,0.98011323,0.98307732,1,2
1584650501.79451823,0.98730643,0.98430257,0.98024286,0.98321782,2,2
1584650795.555125,0.98727726,0.98430174,0.98035687,0.98332692,2,2
1584651088.86737561,0.98724943,0.98424157,0.98045257,0.98339998,2,1
1584651398.26160955,0.9873077,0.9842713,0.98056896,0.98351489,1,1
1584651700.45809865,0.98740024,0.98428776,0.98068898,0.98363705,1,1
1584652001.00015497,0.98748995,0.98434405,0.98080801,0.98375716,1,2
1584652295.07343364,0.98741981,0.98458319,0.9809132,0.98384982,2,2
1584652588.99363923,0.9873372,0.9847508,0.98100303,0.98391258,2,1
1584652900.4079597,0.98733123,0.98495577,0.98111703,0.98402424,1,2
1584653196.22030997,0.98731479,0.98507621,0.98121986,0.98411388,2,2
1584653490.29207158,0.98732177,0.98503623,0.981307,0.98417294,2,1
1584653798.75107646,0.98721826,0.98508374,0.9814124,0.9842693,1,1
1584654100.6522367,0.98730105,0.98507395,0.98152067,0.98437168,1,2
1584654396.76172614,0.98732984,0.98510316,0.98161907,0.98445475,2,2
1584654694.36711097,0.98728774,0.98524526,0.98171077,0.98452515,2,1
1584655003.07390594,0.98741857,0.98520343,0.98182046,0.98463201,1,2
1584655291.16063786,0.98736007,0.98533193,0.98190263,0.98468448,2,2
1584655585.62696147,0.98741481,0.98516219,0.98196832,0.98470548,2,2
1584655881.23596787,0.98755961,0.98484439,0.98201944,0.98469938,2,1
1584656184.2015748,0.98751821,0.98466579,0.9820751,0.9847045,1,1
1584656486.91107464,0.98747908,0.98454692,0.9821346,0.98471923,1,1
1584656789.57441235,0.98747593,0.98448207,0.98219768,0.98474279,1,1
1584657092.07265401,0.98746402,0.98452898,0.98226386,0.98477405,1,1
1584657395.27501965,0.98743216,0.98450984,0.98233428,0.98481507,1,2
1584657692.39696741,0.98735645,0.98448055,0.98239855,0.98484507,2,2
1584657986.7703557,0.98727274,0.98440226,0.98245165,0.98485428,2,1
1584658294.42196274,0.98724592,0.98438408,0.98251538,0.98488627,1,1
1584658595.4128933,0.98725156,0.98440844,0.98257943,0.98492014,1,2
1584658894.14441943,0.98713203,0.98441797,0.98264043,0.98494915,2,2
1584659191.36876678,0.98707309,0.98439291,0.98269647,0.98496958,2,2
1584659496.36473846,0.98708077,0.98440223,0.98275772,0.98500175,2,1
1584659805.90057254,0.98706486,0.98440914,0.98283262,0.98506208,1,1
1584660109.24055505,0.98706044,0.98441156,0.98291237,0.98513258,1,1
1584660405.81153274,0.98709394,0.98439706,0.98298698,0.98519327,1,1
1584660708.27594161,0.98720062,0.98435438,0.98306426,0.98525981,1,1
1584661010.47784996,0.98715847,0.98437953,0.98314378,0.98533119,1,1
1584661309.99613976,0.9873215,0.9843255,0.98322133,0.98539898,1,1
1584661614.762923,0.98756541,0.98430559,0.98330527,0.98547981,1,2
1584661908.87956238,0.98766199,0.98447701,0.98338298,0.98554844,2,2
1584662207.58661723,0.98774269,0.98463131,0.98345817,0.98561242,2,1
1584662513.4725318,0.98789971,0.98472729,0.98354039,0.98569076,1,1
1584662814.82951164,0.98806344,0.98480356,0.98362315,0.98577034,1,1
1584663116.33854461,0.98823366,0.98486334,0.98370665,0.9858515,1,1
1584663414.96193218,0.98838176,0.98491324,0.98378771,0.98592791,1,2
1584663713.11240578,0.98848104,0.98503096,0.98386617,0.98599937,2,2
1584664013.47047567,0.98848651,0.98529449,0.98394347,0.9860688,2,1
1584664320.15621805,0.98860706,0.98542694,0.98402776,0.98615238,1,1
1584664624.13897181,0.98876909,0.98554491,0.98411731,0.9862464,1,2
1584664915.67310047,0.98882495,0.98575605,0.98420073,0.98632811,2,2
1584665210.63369107,0.98876049,0.98609251,0.98427973,0.98640113,2,1
1584665516.40286541,0.98875837,0.98637163,0.98436448,0.98648579,1,2
1584665799.48457289,0.98874503,0.98652897,0.98443608,0.98654439,2,1
1584666101.22924852,0.98876044,0.98663456,0.98450804,0.98660422,1,2
1584666397.31158614,0.98871726,0.98680174,0.9845756,0.98665581,2,1
1584666698.01979661,0.98868549,0.98693951,0.98464242,0.98670657,1,2
1584666987.40340781,0.98865302,0.98701598,0.9846994,0.98673847,2,1
1584667299.34324574,0.98862434,0.98714266,0.98476555,0.98678951,1,2
1584667591.72021365,0.98861607,0.98717393,0.98482346,0.98682482,2,1
1584667899.07889152,0.98859228,0.98728072,0.98488755,0.98687326,1,1
1584668200.02000499,0.98854243,0.98742357,0.98495136,0.98692176,1,1
1584668502.37458706,0.98855575,0.98747225,0.98501629,0.98697306,1,1
1584668802.99206161,0.98857522,0.98750678,0.98508052,0.98702353,1,1
1584669106.72446227,0.98862377,0.98751823,0.98514704,0.98707908,1,1
1584669710.36031175,0.98876149,0.98755151,0.98528362,0.98719833,0,2
1584669999.83901691,0.98876777,0.98760223,0.98534414,0.98724311,2,1
1584670303.34015369,0.98879582,0.98760218,0.98540624,0.98729161,1,1
1584670605.77537298,0.98880098,0.98760002,0.98546908,0.98734214,1,2
1584670900.45037174,0.9888131,0.9875989,0.98552791,0.98738519,2,2
1584671194.50336957,0.98881768,0.98760232,0.98558221,0.98741989,2,2
1584671490.90622377,0.98877624,0.98760376,0.98563326,0.98744891,2,2
1584671788.02024913,0.98877558,0.98761342,0.98568151,0.98747327,2,2
1584672071.25265193,0.98886097,0.98744803,0.98571296,0.9874653,2,1
1584672380.14558721,0.98888639,0.98738361,0.98574894,0.98746783,1,1
1584672683.35343218,0.98889856,0.98733944,0.98578619,0.98747419,1,2
1584672978.6531024,0.9889138,0.9873112,0.98581795,0.98747089,2,2
1584673275.64152932,0.98896235,0.98718065,0.98584572,0.98746105,2,2
1584673570.33961868,0.98905349,0.98700751,0.985866,0.98743787,2,1
